City/Town,County,Population,Total Case Counts,Two Week Case Counts,Average Daily Rate,Color,Change in Last Week,Total Tests,Total Tests Last Two Weeks,Total Positive Tests,Percent Positivity,Change Since Last Week,Testing Rate,Report Date,Start_Date,End_Date
Lenox,Berkshire,"4,833",615,91,134.5,,Lower,25123,793,97,12.23%,Lower ,16408.80,2022-01-27,2022-01-09,2022-01-22
Leominster,Worcester,"40,377",10159,1190,210.5,,Lower,161467,5764,1271,22.05%,Lower ,14275.60,2022-01-27,2022-01-09,2022-01-22
Leverett,Franklin,"2,026",165,21,74.0,,Lower,12677,611,24,3.93%,Lower ,30155.56,2022-01-27,2022-01-09,2022-01-22
Lexington,Middlesex,"34,080",3396,663,139.0,,Lower,152315,6919,751,10.85%,Lower ,20302.10,2022-01-27,2022-01-09,2022-01-22
Leyden,Franklin,612,64,17,198.5,,Higher,793,59,19,32.20%,Higher,9646.27,2022-01-27,2022-01-09,2022-01-22
Lincoln,Middlesex,"8,697",533,106,87.1,,Lower,28118,1473,128,8.69%,Lower ,16937.24,2022-01-27,2022-01-09,2022-01-22
Littleton,Middlesex,"9,756",1584,219,160.3,,Lower,41597,1618,238,14.71%,Lower ,16583.95,2022-01-27,2022-01-09,2022-01-22
Longmeadow,Hampden,"15,406",2500,334,154.9,,Lower,73802,2690,360,13.38%,Lower ,17460.25,2022-01-27,2022-01-09,2022-01-22
Lowell,Middlesex,"116,143",33549,3776,232.2,,Lower,467554,15354,4137,26.94%,Lower ,13219.92,2022-01-27,2022-01-09,2022-01-22
Ludlow,Hampden,"20,714",5302,715,246.6,,Lower,84598,3387,796,23.50%,Lower ,16351.18,2022-01-27,2022-01-09,2022-01-22
Lunenburg,Worcester,"10,418",1916,250,171.4,,Lower,34991,1302,264,20.28%,Lower ,12497.13,2022-01-27,2022-01-09,2022-01-22
Lynn,Essex,"100,824",31570,2946,208.7,,Lower,421816,14269,3346,23.45%,Lower ,14152.34,2022-01-27,2022-01-09,2022-01-22
Lynnfield,Essex,"11,593",2833,246,151.6,,Lower,57047,1587,273,17.20%,Lower ,13688.95,2022-01-27,2022-01-09,2022-01-22
Malden,Middlesex,"67,654",14606,1743,184.0,,Lower,313633,11414,2077,18.20%,Lower ,16871.05,2022-01-27,2022-01-09,2022-01-22
Manchester,Essex,"4,899",534,48,70.0,,Lower,19989,469,50,10.66%,Lower ,9572.73,2022-01-27,2022-01-09,2022-01-22
Mansfield,Bristol,"23,631",3907,463,140.0,,Lower,82096,2907,503,17.30%,Lower ,12301.85,2022-01-27,2022-01-09,2022-01-22
Marblehead,Essex,"19,036",3128,394,147.8,,Lower,97373,3024,448,14.81%,Lower ,15885.54,2022-01-27,2022-01-09,2022-01-22
Marion,Plymouth,"4,598",1088,185,287.4,,Lower,42967,1817,202,11.12%,Higher,39521.26,2022-01-27,2022-01-09,2022-01-22
Marlborough,Middlesex,"43,615",10527,1532,250.9,,Lower,171064,7414,1766,23.82%,Lower ,16998.66,2022-01-27,2022-01-09,2022-01-22
Marshfield,Plymouth,"25,917",4029,507,139.7,,Lower,74256,2702,544,20.13%,Lower ,10425.43,2022-01-27,2022-01-09,2022-01-22
Mashpee,Barnstable,"15,535",2158,318,146.2,,Lower,47833,1651,329,19.93%,Lower ,10627.48,2022-01-27,2022-01-09,2022-01-22
Mattapoisett,Plymouth,"5,732",1153,92,114.6,,Lower,22910,680,96,14.12%,Lower ,11862.77,2022-01-27,2022-01-09,2022-01-22
Maynard,Middlesex,"10,406",1508,223,153.1,,Lower,40536,1418,249,17.56%,Lower ,13626.26,2022-01-27,2022-01-09,2022-01-22
Medfield,Norfolk,"11,260",1487,168,106.6,,Lower,51415,1750,186,10.63%,Lower ,15541.30,2022-01-27,2022-01-09,2022-01-22
Medford,Middlesex,"60,761",12232,1621,190.6,,Lower,505564,21257,1841,8.66%,Lower ,34984.67,2022-01-27,2022-01-09,2022-01-22
Medway,Norfolk,"13,067",1951,235,128.5,,Lower,47882,1517,253,16.68%,Lower ,11609.63,2022-01-27,2022-01-09,2022-01-22
Melrose,Middlesex,"28,989",5250,672,165.6,,Lower,158471,5183,767,14.80%,Lower ,17879.17,2022-01-27,2022-01-09,2022-01-22
Mendon,Worcester,"5,774",859,125,154.6,,Lower,18492,612,133,21.73%,Lower ,10598.53,2022-01-27,2022-01-09,2022-01-22
Merrimac,Essex,"6,353",906,105,118.1,,Lower,19701,642,121,18.85%,Lower ,10105.91,2022-01-27,2022-01-09,2022-01-22
Methuen,Essex,"53,837",15480,1502,199.3,,Lower,219129,7011,1708,24.36%,Lower ,13022.58,2022-01-27,2022-01-09,2022-01-22
Middleborough,Plymouth,"27,402",5087,533,138.9,,Lower,87845,3163,584,18.46%,Lower ,11543.03,2022-01-27,2022-01-09,2022-01-22
Middlefield,Hampshire,444,27,5,80.5,,No Change,641,34,6,17.65%,Higher,7663.37,2022-01-27,2022-01-09,2022-01-22
Middleton,Essex,"10,425",2814,249,170.6,,Lower,43201,1512,274,18.12%,Lower ,14503.08,2022-01-27,2022-01-09,2022-01-22
Milford,Worcester,"29,333",6189,716,174.4,,Lower,102700,3712,784,21.12%,Lower ,12654.90,2022-01-27,2022-01-09,2022-01-22
Millbury,Worcester,"13,671",2862,365,190.7,,Lower,51446,1810,393,21.71%,Lower ,13240.04,2022-01-27,2022-01-09,2022-01-22
Millis,Norfolk,"7,866",1050,126,114.4,,Lower,26803,877,139,15.85%,Lower ,11148.88,2022-01-27,2022-01-09,2022-01-22
Millville,Worcester,"3,589",553,43,85.6,,Lower,9337,288,49,17.01%,Lower ,8024.89,2022-01-27,2022-01-09,2022-01-22
Milton,Norfolk,"28,747",5358,623,154.8,,Lower,179051,4878,717,14.70%,Lower ,16968.57,2022-01-27,2022-01-09,2022-01-22
Monroe,Franklin,97,10,0,0.0,,No Change,191,0,0,0.00%,No Change,0.00,2022-01-27,2022-01-09,2022-01-22
Monson,Hampden,"8,390",1595,235,200.1,,Lower,26685,1104,251,22.74%,Lower ,13159.21,2022-01-27,2022-01-09,2022-01-22
Montague,Franklin,"8,453",1102,205,173.2,,Lower,34910,1684,225,13.36%,Lower ,19922.25,2022-01-27,2022-01-09,2022-01-22
Monterey,Berkshire,926,53,8,61.7,,Higher,2995,130,8,6.15%,Higher,14039.80,2022-01-27,2022-01-09,2022-01-22
Montgomery,Hampden,887,61,7,56.4,,Lower,1079,43,7,16.28%,Lower ,4849.83,2022-01-27,2022-01-09,2022-01-22
Mount Washington,Berkshire,131,12,<5,163.1,,Lower,133,7,3,42.86%,Higher,5329.36,2022-01-27,2022-01-09,2022-01-22
Nahant,Essex,"3,234",549,72,159.0,,Lower,17315,529,82,15.50%,Higher,16358.98,2022-01-27,2022-01-09,2022-01-22
Nantucket,Nantucket,"11,416",3184,430,269.1,,Lower,45225,1555,447,28.75%,Lower ,13621.52,2022-01-27,2022-01-09,2022-01-22
Natick,Middlesex,"36,016",5031,665,131.9,,Lower,172855,6476,744,11.49%,Lower ,17980.94,2022-01-27,2022-01-09,2022-01-22
Needham,Norfolk,"29,234",4154,651,159.1,,Lower,181355,5984,710,11.86%,Lower ,20469.39,2022-01-27,2022-01-09,2022-01-22
New Ashford,Berkshire,176,20,6,243.6,,Higher,336,16,6,37.50%,Higher,9094.93,2022-01-27,2022-01-09,2022-01-22
New Bedford,Bristol,"99,980",31169,3792,270.9,,Lower,396832,15320,4148,27.08%,Lower ,15323.09,2022-01-27,2022-01-09,2022-01-22
New Braintree,Worcester,"1,061",108,16,107.7,,Lower,2594,104,16,15.38%,Lower ,9800.06,2022-01-27,2022-01-09,2022-01-22
New Marlborough,Berkshire,"1,523",96,21,98.5,,Lower,2634,117,22,18.80%,Lower ,7680.76,2022-01-27,2022-01-09,2022-01-22
New Salem,Franklin,975,103,13,95.2,,Higher,3156,144,13,9.03%,Lower ,14766.49,2022-01-27,2022-01-09,2022-01-22
Newbury,Essex,"6,605",733,93,100.6,,Lower,24714,577,96,16.64%,Lower ,8735.88,2022-01-27,2022-01-09,2022-01-22
Newburyport,Essex,"17,759",2167,210,84.5,,Lower,67571,1765,232,13.14%,Lower ,9938.74,2022-01-27,2022-01-09,2022-01-22
Newton,Middlesex,"91,690",10894,1728,134.6,,Lower,859387,29106,1940,6.67%,Lower ,31743.92,2022-01-27,2022-01-09,2022-01-22
Norfolk,Norfolk,"12,493",1798,222,126.9,,Lower,36804,1123,249,22.17%,Higher,8989.24,2022-01-27,2022-01-09,2022-01-22
North Adams,Berkshire,"12,876",2134,358,198.6,,Lower,66604,2658,385,14.48%,Lower ,20642.72,2022-01-27,2022-01-09,2022-01-22
North Andover,Essex,"30,288",6324,634,149.5,,Lower,258183,4226,704,16.66%,Lower ,13952.61,2022-01-27,2022-01-09,2022-01-22
North Attleborough,Bristol,"30,326",5079,601,141.6,,Lower,89281,2912,646,22.18%,Lower ,9602.42,2022-01-27,2022-01-09,2022-01-22
North Brookfield,Worcester,"4,632",806,106,163.5,,Lower,14555,502,115,22.91%,Higher,10838.21,2022-01-27,2022-01-09,2022-01-22
North Reading,Middlesex,"16,656",3207,357,153.1,,Lower,67480,2077,383,18.44%,Lower ,12470.21,2022-01-27,2022-01-09,2022-01-22
Northampton,Hampshire,"29,199",3418,692,169.3,,Lower,321192,13152,773,5.88%,Lower ,45041.92,2022-01-27,2022-01-09,2022-01-22
Northborough,Worcester,"13,564",2934,410,215.9,,Lower,71967,2556,455,17.80%,Lower ,18844.58,2022-01-27,2022-01-09,2022-01-22
Northbridge,Worcester,"18,221",3066,404,158.4,,Lower,66250,2488,436,17.52%,Lower ,13654.90,2022-01-27,2022-01-09,2022-01-22
Northfield,Franklin,"2,949",269,63,152.6,,Lower,11678,545,67,12.29%,No Change,18479.27,2022-01-27,2022-01-09,2022-01-22
Norton,Bristol,"19,910",3364,355,127.4,,Lower,144825,2703,382,14.13%,Lower ,13576.18,2022-01-27,2022-01-09,2022-01-22
Norwell,Plymouth,"10,719",1873,248,165.3,,Lower,43138,1508,277,18.37%,Lower ,14068.61,2022-01-27,2022-01-09,2022-01-22
Norwood,Norfolk,"30,257",6044,768,181.3,,Lower,127822,4709,864,18.35%,Lower ,15563.10,2022-01-27,2022-01-09,2022-01-22
Oak Bluffs,Dukes,"5,209",767,87,119.3,,Lower,13689,422,91,21.56%,Lower ,8102.11,2022-01-27,2022-01-09,2022-01-22
Oakham,Worcester,"2,134",263,31,103.8,,Lower,6021,195,34,17.44%,Lower ,9137.23,2022-01-27,2022-01-09,2022-01-22
Orange,Franklin,"8,125",1464,299,262.9,,Higher,27768,1140,325,28.51%,Higher,14031.11,2022-01-27,2022-01-09,2022-01-22
Orleans,Barnstable,"5,620",643,59,75.0,,Lower,14341,504,70,13.89%,Lower ,8967.53,2022-01-27,2022-01-09,2022-01-22
Otis,Berkshire,"1,880",186,39,148.2,,Lower,4191,165,42,25.45%,Higher,8776.80,2022-01-27,2022-01-09,2022-01-22
Oxford,Worcester,"13,749",2630,377,195.9,,Lower,44116,1747,404,23.13%,Lower ,12706.05,2022-01-27,2022-01-09,2022-01-22
Palmer,Hampden,"11,815",2596,348,210.4,,Lower,43790,1855,393,21.19%,Lower ,15700.92,2022-01-27,2022-01-09,2022-01-22
Paxton,Worcester,"4,953",1004,140,201.9,,Lower,46267,1260,146,11.59%,Lower ,25438.28,2022-01-27,2022-01-09,2022-01-22
Peabody,Essex,"55,967",13987,1381,176.3,,Lower,253322,8641,1517,17.56%,Lower ,15439.47,2022-01-27,2022-01-09,2022-01-22
Pelham,Hampshire,"1,234",77,9,52.1,,Lower,3401,187,13,6.95%,Lower ,15159.58,2022-01-27,2022-01-09,2022-01-22
Pembroke,Plymouth,"18,770",3357,484,184.2,,Lower,56663,2207,523,23.70%,Lower ,11758.40,2022-01-27,2022-01-09,2022-01-22
Pepperell,Middlesex,"12,292",1526,203,118.0,,Lower,29158,1057,217,20.53%,Lower ,8598.99,2022-01-27,2022-01-09,2022-01-22
Peru,Berkshire,835,71,9,77.0,,Lower,1220,48,9,18.75%,Higher,5751.39,2022-01-27,2022-01-09,2022-01-22
Petersham,Worcester,"1,268",179,35,197.2,,Higher,4057,150,39,26.00%,Higher,11832.68,2022-01-27,2022-01-09,2022-01-22
Phillipston,Worcester,"1,713",290,38,158.4,,Lower,4465,187,42,22.46%,Higher,10914.77,2022-01-27,2022-01-09,2022-01-22
Pittsfield,Berkshire,"43,956",8438,1448,235.3,,Lower,197172,8816,1539,17.46%,No Change,20056.64,2022-01-27,2022-01-09,2022-01-22
Plainfield,Hampshire,626,55,13,148.3,,No Change,1822,96,14,14.58%,Lower ,15336.81,2022-01-27,2022-01-09,2022-01-22
Plainville,Norfolk,"9,211",1460,169,131.1,,Lower,29627,957,183,19.12%,Lower ,10389.76,2022-01-27,2022-01-09,2022-01-22
Plymouth,Plymouth,"62,729",12203,1587,180.7,,Lower,221978,8939,1718,19.22%,Lower ,14250.28,2022-01-27,2022-01-09,2022-01-22
Plympton,Plymouth,"3,007",458,78,185.3,,Lower,8040,329,82,24.92%,Higher,10940.85,2022-01-27,2022-01-09,2022-01-22
Princeton,Worcester,"3,230",425,70,154.8,,Lower,12879,469,72,15.35%,Lower ,14518.99,2022-01-27,2022-01-09,2022-01-22
Provincetown,Barnstable,"2,583",436,32,88.5,,Lower,13155,386,39,10.10%,Lower ,14944.84,2022-01-27,2022-01-09,2022-01-22
Quincy,Norfolk,"101,531",17118,2250,158.3,,Lower,400303,14432,2532,17.54%,Lower ,14214.40,2022-01-27,2022-01-09,2022-01-22
Randolph,Norfolk,"34,438",9144,1160,240.6,,Lower,162008,6355,1366,21.49%,Lower ,18453.51,2022-01-27,2022-01-09,2022-01-22
Raynham,Bristol,"15,123",3540,434,205.0,,Lower,56260,2517,472,18.75%,Lower ,16643.52,2022-01-27,2022-01-09,2022-01-22
Reading,Middlesex,"27,680",4728,550,141.9,,Lower,109425,3714,603,16.24%,Lower ,13417.60,2022-01-27,2022-01-09,2022-01-22
Rehoboth,Bristol,"12,713",2271,234,131.5,,Lower,31788,1051,252,23.98%,Lower ,8267.38,2022-01-27,2022-01-09,2022-01-22
Revere,Suffolk,"60,849",20409,1885,221.3,,Lower,304992,9590,2286,23.84%,Lower ,15760.32,2022-01-27,2022-01-09,2022-01-22
Richmond,Berkshire,"1,305",117,17,93.1,,Lower,4100,202,18,8.91%,Lower ,15481.42,2022-01-27,2022-01-09,2022-01-22
Rochester,Plymouth,"5,676",1239,154,193.8,,Lower,19190,703,166,23.61%,Lower ,12386.28,2022-01-27,2022-01-09,2022-01-22
Rockland,Plymouth,"18,091",4045,451,178.1,,Lower,68881,2705,493,18.23%,Lower ,14951.95,2022-01-27,2022-01-09,2022-01-22
Rockport,Essex,"6,462",763,101,111.6,,Lower,21359,909,106,11.66%,Lower ,14067.22,2022-01-27,2022-01-09,2022-01-22
Rowe,Franklin,336,46,10,212.7,,Higher,1272,66,10,15.15%,Lower ,19651.14,2022-01-27,2022-01-09,2022-01-22
Rowley,Essex,"6,180",868,82,94.8,,Lower,21359,693,86,12.41%,Lower ,11213.92,2022-01-27,2022-01-09,2022-01-22
Royalston,Worcester,"1,274",208,22,123.4,,Lower,4013,121,25,20.66%,Lower ,9498.84,2022-01-27,2022-01-09,2022-01-22
Russell,Hampden,"1,895",336,40,150.8,,Lower,5447,204,43,21.08%,Lower ,10766.83,2022-01-27,2022-01-09,2022-01-22
Rutland,Worcester,"9,116",1616,195,152.8,,Lower,34571,1286,210,16.33%,Lower ,14106.73,2022-01-27,2022-01-09,2022-01-22
Salem,Essex,"45,021",10244,1155,183.2,,Lower,245897,8409,1349,16.04%,Lower ,18677.89,2022-01-27,2022-01-09,2022-01-22
Salisbury,Essex,"8,853",1320,144,116.2,,Lower,23276,699,156,22.32%,Lower ,7895.45,2022-01-27,2022-01-09,2022-01-22
Sandisfield,Berkshire,932,136,12,92.0,,Lower,4435,276,14,5.07%,Lower ,29625.07,2022-01-27,2022-01-09,2022-01-22
Sandwich,Barnstable,"21,078",3048,301,102.0,,Lower,60715,1957,325,16.61%,Lower ,9284.58,2022-01-27,2022-01-09,2022-01-22
Saugus,Essex,"28,486",8288,730,183.0,,Lower,137716,4267,855,20.04%,Lower ,14979.13,2022-01-27,2022-01-09,2022-01-22
Savoy,Berkshire,620,87,17,195.7,,Lower,2095,85,17,20.00%,Lower ,13700.76,2022-01-27,2022-01-09,2022-01-22
Scituate,Plymouth,"18,099",2689,278,109.7,,Lower,64173,1842,304,16.50%,Lower ,10177.22,2022-01-27,2022-01-09,2022-01-22
Seekonk,Bristol,"14,013",2718,280,142.7,,Lower,35417,1147,304,26.50%,Lower ,8185.13,2022-01-27,2022-01-09,2022-01-22
Sharon,Norfolk,"18,280",2461,349,136.4,,Lower,78178,2841,399,14.04%,Lower ,15541.80,2022-01-27,2022-01-09,2022-01-22
Sheffield,Berkshire,"3,054",366,70,163.7,,Lower,23867,866,81,9.35%,Higher,28355.45,2022-01-27,2022-01-09,2022-01-22
Shelburne,Franklin,"1,831",137,28,109.2,,Higher,14045,705,33,4.68%,Higher,38510.21,2022-01-27,2022-01-09,2022-01-22
Sherborn,Middlesex,"3,774",464,68,128.7,,Lower,17704,545,80,14.68%,Lower ,14442.62,2022-01-27,2022-01-09,2022-01-22
Shirley,Middlesex,"8,526",1609,242,202.7,,Lower,22511,874,250,28.60%,Higher,10251.37,2022-01-27,2022-01-09,2022-01-22
Shrewsbury,Worcester,"39,497",6789,942,170.4,,Lower,166030,6483,1053,16.24%,Lower ,16414.06,2022-01-27,2022-01-09,2022-01-22
Shutesbury,Franklin,"1,742",107,12,49.2,,Lower,8577,361,13,3.60%,Lower ,20718.74,2022-01-27,2022-01-09,2022-01-22
Somerset,Bristol,"18,521",4449,562,216.7,,Lower,64113,2595,609,23.47%,Lower ,14011.03,2022-01-27,2022-01-09,2022-01-22
Somerville,Middlesex,"75,646",13031,1646,155.4,,Lower,813040,25695,1924,7.49%,Lower ,33967.29,2022-01-27,2022-01-09,2022-01-22
South Hadley,Hampshire,"18,076",2746,417,164.8,,Lower,174554,5529,477,8.63%,Lower ,30586.89,2022-01-27,2022-01-09,2022-01-22
Southampton,Hampshire,"6,018",1065,135,160.2,,Lower,24661,943,148,15.69%,Lower ,15669.68,2022-01-27,2022-01-09,2022-01-22
Southborough,Worcester,"9,670",1616,264,195.0,,Lower,70108,2517,294,11.68%,Lower ,26028.43,2022-01-27,2022-01-09,2022-01-22
Southbridge,Worcester,"16,770",4606,671,285.8,,Lower,63372,2585,742,28.70%,Lower ,15414.48,2022-01-27,2022-01-09,2022-01-22
Southwick,Hampden,"9,800",1654,171,124.6,,Lower,26873,904,187,20.69%,Lower ,9224.63,2022-01-27,2022-01-09,2022-01-22
Spencer,Worcester,"11,470",2278,341,212.4,,Lower,40672,1530,367,23.99%,Lower ,13339.15,2022-01-27,2022-01-09,2022-01-22
Springfield,Hampden,"156,245",52123,7118,325.4,,Lower,771067,33456,8500,25.41%,Lower ,21412.57,2022-01-27,2022-01-09,2022-01-22
Sterling,Worcester,"7,859",1502,210,190.9,,Lower,34424,1415,239,16.89%,Lower ,18004.59,2022-01-27,2022-01-09,2022-01-22
Stockbridge,Berkshire,"1,706",157,21,87.9,,Lower,8799,402,23,5.72%,Lower ,23561.25,2022-01-27,2022-01-09,2022-01-22
Stoneham,Middlesex,"22,264",5269,600,192.5,,Lower,115252,3628,666,18.36%,Lower ,16295.47,2022-01-27,2022-01-09,2022-01-22
Stoughton,Norfolk,"27,679",6378,749,193.3,,Lower,118290,4320,874,20.23%,Lower ,15607.31,2022-01-27,2022-01-09,2022-01-22
Stow,Middlesex,"7,245",884,157,154.8,,Lower,26443,993,170,17.12%,Lower ,13705.76,2022-01-27,2022-01-09,2022-01-22
Sturbridge,Worcester,"10,569",1679,180,121.6,,Lower,29631,1050,191,18.19%,Lower ,9934.71,2022-01-27,2022-01-09,2022-01-22
Sudbury,Middlesex,"17,810",2117,343,137.6,,Lower,80057,2658,383,14.41%,Lower ,14924.36,2022-01-27,2022-01-09,2022-01-22
Sunderland,Franklin,"3,721",503,91,174.7,,Lower,42116,1391,109,7.84%,Lower ,37383.70,2022-01-27,2022-01-09,2022-01-22
Sutton,Worcester,"8,954",1768,209,166.7,,Lower,32877,1073,220,20.50%,Lower ,11982.94,2022-01-27,2022-01-09,2022-01-22
Swampscott,Essex,"13,616",2738,363,190.4,,Lower,78338,2820,406,14.40%,Lower ,20710.31,2022-01-27,2022-01-09,2022-01-22
Swansea,Bristol,"15,949",3942,445,199.3,,Lower,54653,2064,469,22.72%,Lower ,12941.16,2022-01-27,2022-01-09,2022-01-22
Taunton,Bristol,"57,573",14103,1553,192.7,,Lower,226173,8143,1709,20.99%,Lower ,14143.72,2022-01-27,2022-01-09,2022-01-22
Templeton,Worcester,"9,020",1732,225,178.2,,Lower,30412,1216,240,19.74%,Lower ,13481.75,2022-01-27,2022-01-09,2022-01-22
Tewksbury,Middlesex,"30,826",7237,837,193.9,,Lower,142689,4585,888,19.37%,Lower ,14873.98,2022-01-27,2022-01-09,2022-01-22
Tisbury,Dukes,"4,174",1055,177,302.9,,Lower,26071,872,181,20.76%,Lower ,20890.76,2022-01-27,2022-01-09,2022-01-22
Tolland,Hampden,414,21,<5,17.2,,Lower,396,12,2,16.67%,Higher,2895.27,2022-01-27,2022-01-09,2022-01-22
Topsfield,Essex,"5,778",1085,116,143.4,,Lower,29762,972,125,12.86%,Lower ,16823.27,2022-01-27,2022-01-09,2022-01-22
Townsend,Middlesex,"9,114",1242,141,110.5,,Lower,23984,832,151,18.15%,Lower ,9129.01,2022-01-27,2022-01-09,2022-01-22
Truro,Barnstable,"1,968",168,8,29.0,,Lower,4959,92,8,8.70%,No Change,4674.49,2022-01-27,2022-01-09,2022-01-22
Tyngsborough,Middlesex,"11,979",2592,286,170.5,,Lower,39862,1311,304,23.19%,Lower ,10944.07,2022-01-27,2022-01-09,2022-01-22
Tyringham,Berkshire,242,25,<5,29.6,,Lower,918,30,3,10.00%,Lower ,12417.74,2022-01-27,2022-01-09,2022-01-22
Unknown,Unknown,0,2285,356,*,,*,452286,9385,365,*,*,*,2022-01-27,2022-01-09,2022-01-22
Upton,Worcester,"9,203",1036,151,117.2,,Lower,25516,902,161,17.85%,Lower ,9800.94,2022-01-27,2022-01-09,2022-01-22
Uxbridge,Worcester,"15,611",2296,289,132.2,,Lower,44450,1713,308,17.98%,Lower ,10972.79,2022-01-27,2022-01-09,2022-01-22
Wakefield,Middlesex,"27,113",5514,590,155.4,,Lower,123107,3887,662,17.03%,Lower ,14336.07,2022-01-27,2022-01-09,2022-01-22
Wales,Hampden,"1,911",268,28,104.7,,Lower,4296,150,30,20.00%,Lower ,7849.28,2022-01-27,2022-01-09,2022-01-22
Walpole,Norfolk,"26,055",4863,685,187.8,,Lower,102202,3598,741,20.59%,Lower ,13809.16,2022-01-27,2022-01-09,2022-01-22
Waltham,Middlesex,"66,447",11743,1295,139.2,,Lower,630152,14253,1451,10.18%,Lower ,21450.13,2022-01-27,2022-01-09,2022-01-22
Ware,Hampshire,"10,160",2068,311,218.6,,Lower,37489,1548,332,21.45%,Lower ,15235.64,2022-01-27,2022-01-09,2022-01-22
Wareham,Plymouth,"24,185",4479,627,185.2,,Lower,71696,2777,668,24.05%,Lower ,11482.25,2022-01-27,2022-01-09,2022-01-22
Warren,Worcester,"5,442",788,111,145.7,,Lower,13588,561,117,20.86%,Lower ,10308.10,2022-01-27,2022-01-09,2022-01-22
Warwick,Franklin,734,64,16,155.7,,Lower,2371,107,18,16.82%,Lower ,14578.81,2022-01-27,2022-01-09,2022-01-22
Washington,Berkshire,445,40,6,96.3,,Lower,1245,44,7,15.91%,Lower ,9884.34,2022-01-27,2022-01-09,2022-01-22
Watertown,Middlesex,"33,037",5174,632,136.6,,Lower,198305,6735,763,11.33%,Lower ,20386.39,2022-01-27,2022-01-09,2022-01-22
Wayland,Middlesex,"13,218",1723,267,144.3,,Lower,70421,2508,301,12.00%,Lower ,18974.75,2022-01-27,2022-01-09,2022-01-22
Webster,Worcester,"17,181",4235,687,285.6,,Lower,79241,3257,750,23.03%,Lower ,18957.10,2022-01-27,2022-01-09,2022-01-22
Wellesley,Norfolk,"29,713",3490,587,141.1,,Lower,309338,8599,626,7.28%,Lower ,28940.14,2022-01-27,2022-01-09,2022-01-22
Wellfleet,Barnstable,"2,760",240,10,25.9,,Lower,6672,143,12,8.39%,Lower ,5181.47,2022-01-27,2022-01-09,2022-01-22
Wendell,Franklin,709,82,31,312.2,,Higher,3496,214,32,14.95%,Higher,30172.70,2022-01-27,2022-01-09,2022-01-22
Wenham,Essex,"5,203",773,135,185.3,,Lower,29184,1473,144,9.78%,Lower ,28309.92,2022-01-27,2022-01-09,2022-01-22
West Boylston,Worcester,"7,841",1432,134,122.1,,Lower,29945,1012,140,13.83%,Lower ,12907.11,2022-01-27,2022-01-09,2022-01-22
West Bridgewater,Plymouth,"7,286",1790,175,171.6,,Lower,30975,846,191,22.58%,Lower ,11611.59,2022-01-27,2022-01-09,2022-01-22
West Brookfield,Worcester,"3,704",680,49,94.5,,Lower,16074,570,53,9.30%,Lower ,15389.28,2022-01-27,2022-01-09,2022-01-22
West Newbury,Essex,"4,036",480,65,115.0,,Lower,13465,430,70,16.28%,Lower ,10653.10,2022-01-27,2022-01-09,2022-01-22
West Springfield,Hampden,"29,348",6704,918,223.4,,Lower,110708,4472,1017,22.74%,Lower ,15237.91,2022-01-27,2022-01-09,2022-01-22
West Stockbridge,Berkshire,"1,175",115,21,127.6,,Lower,4771,226,24,10.62%,Lower ,19232.13,2022-01-27,2022-01-09,2022-01-22
West Tisbury,Dukes,"2,871",350,51,126.9,,Lower,9055,337,52,15.43%,Higher,11736.88,2022-01-27,2022-01-09,2022-01-22
Westborough,Worcester,"18,711",3556,567,216.4,,Lower,94012,3289,649,19.73%,Lower ,17577.78,2022-01-27,2022-01-09,2022-01-22
Westfield,Hampden,"41,355",7970,1031,178.1,,Lower,147840,5869,1145,19.51%,Lower ,14191.73,2022-01-27,2022-01-09,2022-01-22
Westford,Middlesex,"23,089",3584,493,152.5,,Lower,78069,2879,518,17.99%,Lower ,12469.02,2022-01-27,2022-01-09,2022-01-22
Westhampton,Hampshire,"1,711",154,18,75.1,,No Change,3070,118,19,16.10%,Higher,6895.69,2022-01-27,2022-01-09,2022-01-22
Westminster,Worcester,"7,316",1508,178,173.8,,Lower,24388,803,184,22.91%,Lower ,10976.47,2022-01-27,2022-01-09,2022-01-22
Weston,Middlesex,"10,982",1374,189,122.9,,Lower,87745,2508,208,8.29%,Lower ,22837.94,2022-01-27,2022-01-09,2022-01-22
Westport,Bristol,"16,752",3532,421,179.5,,Lower,50938,1884,457,24.26%,Lower ,11246.27,2022-01-27,2022-01-09,2022-01-22
Westwood,Norfolk,"14,695",2423,273,132.7,,Lower,67329,2003,296,14.78%,Lower ,13630.32,2022-01-27,2022-01-09,2022-01-22
Weymouth,Norfolk,"56,177",11047,1355,172.3,,Lower,207890,7246,1497,20.66%,Lower ,12898.44,2022-01-27,2022-01-09,2022-01-22
Whately,Franklin,"1,451",160,18,88.6,,Lower,3864,156,19,12.18%,Lower ,10747.60,2022-01-27,2022-01-09,2022-01-22
Whitman,Plymouth,"15,539",3116,355,163.2,,Lower,48314,1715,387,22.57%,Lower ,11036.66,2022-01-27,2022-01-09,2022-01-22
